% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:Cap1_duto1_plastic_azul_S21,im:Cap1_duto1_plastic_azul_S21,re:Cap1_duto1_plastic_diversos_S21,im:Cap1_duto1_plastic_diversos_S21,
1.795000000000000E+009,-9.503937195774515E-001,-1.465539969594041E-001,-9.509098841665329E-001,-1.462570730661489E-001,-9.502918561206932E-001,-1.464935718428105E-001,
1.800000000000000E+009,-9.522791695212818E-001,-1.380072880506386E-001,-9.527351853415667E-001,-1.377033986268929E-001,-9.520706886241321E-001,-1.380510447528757E-001,
1.805000000000000E+009,-9.532760503837483E-001,-1.296437391108093E-001,-9.537897002289731E-001,-1.293311776097509E-001,-9.531527907933093E-001,-1.296718886668230E-001,
1.810000000000000E+009,-9.547366248851057E-001,-1.211722242398723E-001,-9.551932967874145E-001,-1.209328464841485E-001,-9.545906111538581E-001,-1.212810317237569E-001,
1.815000000000000E+009,-9.555529953534240E-001,-1.125907939371006E-001,-9.560768430703859E-001,-1.122483648728811E-001,-9.554662264598328E-001,-1.126798904254021E-001,
1.820000000000000E+009,-9.567354542921598E-001,-1.039888036311132E-001,-9.571538174614904E-001,-1.037504758661599E-001,-9.566287151678606E-001,-1.041538437783538E-001,
1.825000000000000E+009,-9.570779205730979E-001,-9.592752568885155E-002,-9.575241366642925E-001,-9.563107491830397E-002,-9.569975449333790E-001,-9.600794129509367E-002,
1.830000000000000E+009,-9.585543022365269E-001,-8.741571990456318E-002,-9.589527151193809E-001,-8.720698052978386E-002,-9.584040192236826E-001,-8.754136833943829E-002,
1.835000000000000E+009,-9.596594456543454E-001,-7.847650925528564E-002,-9.600837043373989E-001,-7.827133957013427E-002,-9.595399866170018E-001,-7.856264580597863E-002,
1.840000000000000E+009,-9.600388252581521E-001,-6.939664508639491E-002,-9.603809409848506E-001,-6.918414754294691E-002,-9.599798409283932E-001,-6.944168539070547E-002,
1.845000000000000E+009,-9.596634167463648E-001,-6.034232350150708E-002,-9.601016494674207E-001,-6.008583832672457E-002,-9.595814587878284E-001,-6.037678664450598E-002,
1.850000000000000E+009,-9.600892981734615E-001,-5.167441446083405E-002,-9.605035202164896E-001,-5.153843138790624E-002,-9.599791941465180E-001,-5.170471064368287E-002,
1.855000000000000E+009,-9.595825192444877E-001,-4.189198563857501E-002,-9.600014217394943E-001,-4.171722240620278E-002,-9.594873324717984E-001,-4.181582677203561E-002,
1.860000000000000E+009,-9.585641854896557E-001,-3.239604406036752E-002,-9.590263038644212E-001,-3.219218023209913E-002,-9.584179822436433E-001,-3.239164720495330E-002,
1.865000000000000E+009,-9.577861428357224E-001,-2.358206168616190E-002,-9.582714225302700E-001,-2.353909301184126E-002,-9.575681352086061E-001,-2.358179611938764E-002,
1.870000000000000E+009,-9.571033541997752E-001,-1.532940122584968E-002,-9.576254193650058E-001,-1.517254796645561E-002,-9.569065855843304E-001,-1.541772285461254E-002,
1.875000000000000E+009,-9.562589529663165E-001,-7.088701207957845E-003,-9.568955044797172E-001,-6.952236601717395E-003,-9.561110527995507E-001,-7.173058701234043E-003,
1.880000000000000E+009,-9.555683034747726E-001,1.528519692711289E-003,-9.561774919795609E-001,1.542998569090980E-003,-9.553880022516244E-001,1.420740270110807E-003,
1.885000000000000E+009,-9.553150094994036E-001,9.396590566505767E-003,-9.560243767254258E-001,9.653301175023553E-003,-9.551372146154555E-001,9.332203959527304E-003,
1.890000000000000E+009,-9.539400035325195E-001,1.760515068797485E-002,-9.546623219274066E-001,1.788284902481973E-002,-9.537796732212202E-001,1.749869254807033E-002,
1.895000000000000E+009,-9.531758747199796E-001,2.536060979989472E-002,-9.538350817721826E-001,2.567835988736653E-002,-9.528961397544951E-001,2.520581771512191E-002,
1.900000000000000E+009,-9.522615661309662E-001,3.267666479237023E-002,-9.530146440422734E-001,3.309866764719551E-002,-9.521676664438814E-001,3.260239109287798E-002,
1.905000000000000E+009,-9.523344152217023E-001,4.098531772675999E-002,-9.530508611152648E-001,4.153842083947622E-002,-9.521919974072942E-001,4.086260212046718E-002,
1.910000000000000E+009,-9.525169861619692E-001,4.879830377149498E-002,-9.530751287315480E-001,4.926175676634182E-002,-9.523681649160806E-001,4.869662300254672E-002,
1.915000000000000E+009,-9.525461682601129E-001,5.619367693929225E-002,-9.530759283912402E-001,5.679374887229920E-002,-9.524177403887250E-001,5.614660956663743E-002,
1.920000000000000E+009,-9.530311840056168E-001,6.455551396731614E-002,-9.536019425406764E-001,6.502932131466267E-002,-9.529015393154027E-001,6.440759260470978E-002,
1.925000000000000E+009,-9.530328534017476E-001,7.242576014681927E-002,-9.536465609298023E-001,7.305547121743722E-002,-9.529910958438663E-001,7.232697151786430E-002,
1.930000000000000E+009,-9.530104082041648E-001,8.101670240915262E-002,-9.534824156772273E-001,8.152971424276403E-002,-9.529322171617249E-001,8.084431023937373E-002,
1.935000000000000E+009,-9.523267646727811E-001,8.980143197775799E-002,-9.528685036664575E-001,9.045718102361630E-002,-9.523036610986244E-001,8.966301193874442E-002,
1.940000000000000E+009,-9.516983479759921E-001,9.819641346796655E-002,-9.520834018819461E-001,9.863531527551445E-002,-9.516119911590465E-001,9.802892407659301E-002,
1.945000000000000E+009,-9.512249372064559E-001,1.072717203176198E-001,-9.515809486196279E-001,1.079242547599097E-001,-9.511476886535442E-001,1.071571889332325E-001,
1.950000000000000E+009,-9.500388532389528E-001,1.159423264904678E-001,-9.503745147246806E-001,1.165592291362942E-001,-9.499367109384636E-001,1.157153291380979E-001,
1.955000000000000E+009,-9.497336112413689E-001,1.251016095942138E-001,-9.500086912809780E-001,1.255027013200629E-001,-9.496917589129512E-001,1.249232617100825E-001,
1.960000000000000E+009,-9.485677677075451E-001,1.337292416082112E-001,-9.489171777766092E-001,1.343967704374091E-001,-9.485143866435628E-001,1.336103793233898E-001,
1.965000000000000E+009,-9.474262843472903E-001,1.425731377700780E-001,-9.476809031841280E-001,1.428921242326696E-001,-9.473537868776329E-001,1.424084869917945E-001,
1.970000000000000E+009,-9.458577598979137E-001,1.518131990257282E-001,-9.461814657550708E-001,1.522569766492025E-001,-9.458528513611415E-001,1.517692371919479E-001,
1.975000000000000E+009,-9.446389519526273E-001,1.613284337735893E-001,-9.450003616959433E-001,1.617740182271146E-001,-9.446049805387176E-001,1.612005774090831E-001,
1.980000000000000E+009,-9.418720690869469E-001,1.699956417946072E-001,-9.422263641356002E-001,1.703358958140902E-001,-9.418140413517451E-001,1.698736529726023E-001,
1.985000000000000E+009,-9.397304858992763E-001,1.782734470282594E-001,-9.401687244575286E-001,1.785080969928685E-001,-9.396174172130817E-001,1.782079625421205E-001,
1.990000000000000E+009,-9.377395625953963E-001,1.873110321505256E-001,-9.383189643958750E-001,1.878011355895005E-001,-9.376392085780699E-001,1.872967472532465E-001,
1.995000000000000E+009,-9.351735407181933E-001,1.960505094363386E-001,-9.356068649352430E-001,1.964357421372295E-001,-9.350041714433554E-001,1.959378157717207E-001,
2.000000000000000E+009,-9.330349235131796E-001,2.051854301367758E-001,-9.335728493151918E-001,2.057519312956664E-001,-9.329244937318698E-001,2.051410075005327E-001,
2.005000000000000E+009,-9.298778888733948E-001,2.132987711652332E-001,-9.304869344175161E-001,2.138946264951229E-001,-9.297506967210498E-001,2.131868113536830E-001,
2.010000000000000E+009,-9.272147702710014E-001,2.217339875785903E-001,-9.278189302254316E-001,2.222953701548306E-001,-9.271249994691803E-001,2.215275494870277E-001,
2.015000000000000E+009,-9.243148497936524E-001,2.294594297320406E-001,-9.248721727799720E-001,2.302268151408839E-001,-9.243060200709699E-001,2.293173772226549E-001,
2.020000000000000E+009,-9.219079504037161E-001,2.378381708449266E-001,-9.223414193600862E-001,2.385531573036819E-001,-9.219205075169731E-001,2.375850060889223E-001,
2.025000000000000E+009,-9.185009822701968E-001,2.453038034038028E-001,-9.188432179827810E-001,2.461769275487595E-001,-9.184727235776714E-001,2.451321168910033E-001,
2.030000000000000E+009,-9.159060014580658E-001,2.525777602123099E-001,-9.160980962503371E-001,2.533247418167916E-001,-9.159772203421887E-001,2.524540402981805E-001,
2.035000000000000E+009,-9.133667440011311E-001,2.609131123189794E-001,-9.135151018851535E-001,2.617889455788386E-001,-9.134615494363479E-001,2.608111505842904E-001,
2.040000000000000E+009,-9.110003894725198E-001,2.683025433794322E-001,-9.110956357745306E-001,2.690003804808960E-001,-9.110103995345041E-001,2.682609634191808E-001,
2.045000000000000E+009,-9.088499908667445E-001,2.761977217776633E-001,-9.090321390593446E-001,2.768784276273126E-001,-9.088678749841898E-001,2.762069362363263E-001,
2.050000000000000E+009,-9.064710687622009E-001,2.841565609768997E-001,-9.066924773123549E-001,2.849186073142094E-001,-9.064848385814760E-001,2.841079632969612E-001,
2.055000000000000E+009,-9.043919494811566E-001,2.936479807140749E-001,-9.045203290049833E-001,2.942415574749407E-001,-9.043368356363575E-001,2.937124851166423E-001,
2.060000000000000E+009,-9.026536493301355E-001,3.026835249519221E-001,-9.027034786044899E-001,3.035291215902241E-001,-9.025676862172628E-001,3.026721861193183E-001,
2.065000000000000E+009,-9.002430981834223E-001,3.124778778469176E-001,-9.002869063605442E-001,3.130829474623608E-001,-9.001119929924263E-001,3.124357653096998E-001,
2.070000000000000E+009,-8.974621597679315E-001,3.228217805262477E-001,-8.975408290518597E-001,3.234612964528615E-001,-8.972896093373508E-001,3.227801693371118E-001,
2.075000000000000E+009,-8.941264083110626E-001,3.327894084926042E-001,-8.940941731536204E-001,3.334700298860055E-001,-8.939537350604894E-001,3.326687565168910E-001,
2.080000000000000E+009,-8.904927155465643E-001,3.426215704501430E-001,-8.905962980104911E-001,3.432696485331925E-001,-8.905073893787281E-001,3.426011138873419E-001,
2.085000000000000E+009,-8.865641250486346E-001,3.520981609405950E-001,-8.865605712492942E-001,3.527213546496932E-001,-8.864708157135848E-001,3.520255319408657E-001,
2.090000000000000E+009,-8.814872538149388E-001,3.625131520485692E-001,-8.816399435382232E-001,3.632996462932943E-001,-8.814801070477070E-001,3.624804452161982E-001,
2.095000000000000E+009,-8.772540243436069E-001,3.723486432508939E-001,-8.773816440782122E-001,3.728838801266497E-001,-8.772055761856955E-001,3.722288194664811E-001,
2.100000000000000E+009,-8.728894496488637E-001,3.814035660545245E-001,-8.730839354213483E-001,3.822410669154159E-001,-8.728563760727643E-001,3.814849912278947E-001,
2.105000000000000E+009,-8.679755124950279E-001,3.921927646404987E-001,-8.680723700701442E-001,3.929525399163337E-001,-8.678766743187772E-001,3.921540278518786E-001,
2.110000000000000E+009,-8.630485753123961E-001,4.016363778040795E-001,-8.630495606824822E-001,4.023714918133374E-001,-8.629064160711216E-001,4.016203192840754E-001,
2.115000000000000E+009,-8.579513073875218E-001,4.111441616932985E-001,-8.580235571074761E-001,4.119969643777768E-001,-8.577976569943195E-001,4.111310859836038E-001,
2.120000000000000E+009,-8.518658654015383E-001,4.208946317405600E-001,-8.518901892781590E-001,4.215935041362339E-001,-8.517575530664567E-001,4.207607107999536E-001,
2.125000000000000E+009,-8.468165097649687E-001,4.309887401534438E-001,-8.468474134713964E-001,4.317767580630118E-001,-8.466379163610316E-001,4.309867218630610E-001,
2.130000000000000E+009,-8.410064888977833E-001,4.406380197468870E-001,-8.409490379314614E-001,4.414818073150376E-001,-8.409205727341826E-001,4.405233113637609E-001,
2.135000000000000E+009,-8.346841688054676E-001,4.499356548653087E-001,-8.346853603632626E-001,4.508195644955845E-001,-8.344917190380612E-001,4.497528035936140E-001,
2.140000000000000E+009,-8.276448866186579E-001,4.591155147243961E-001,-8.275045991951219E-001,4.600524356449296E-001,-8.273866842989890E-001,4.591253064334164E-001,
2.145000000000000E+009,-8.216302068596662E-001,4.686794837808950E-001,-8.214988652028494E-001,4.697297268674585E-001,-8.215077217714050E-001,4.684481437425548E-001,
2.150000000000000E+009,-8.140472731612006E-001,4.781343744953304E-001,-8.138772674960152E-001,4.790055633842923E-001,-8.138782438282972E-001,4.779843019641350E-001,
2.155000000000000E+009,-8.070862099326861E-001,4.858621785338670E-001,-8.068176741598037E-001,4.871071480010254E-001,-8.069459454649807E-001,4.856885774119231E-001,
2.160000000000000E+009,-7.987745963739807E-001,4.950221168061546E-001,-7.984935385079229E-001,4.959235248462148E-001,-7.987671303740698E-001,4.947457266574050E-001,
2.165000000000000E+009,-7.901561208947875E-001,5.032195205211920E-001,-7.898515798710474E-001,5.043217084057652E-001,-7.901390315295673E-001,5.032331951597528E-001,
2.170000000000000E+009,-7.812287962222180E-001,5.111511639648627E-001,-7.808222793169095E-001,5.122322978159430E-001,-7.811397627956248E-001,5.109496117930454E-001,
2.175000000000000E+009,-7.731957944324819E-001,5.184870536221874E-001,-7.728478403652250E-001,5.195416169321964E-001,-7.730812542496158E-001,5.183958267901734E-001,
2.180000000000000E+009,-7.641058597906100E-001,5.260137144969015E-001,-7.636659158923459E-001,5.275502596213398E-001,-7.641329029879693E-001,5.258552464118756E-001,
2.185000000000000E+009,-7.559831539423199E-001,5.335692010321278E-001,-7.553496872440674E-001,5.348284388520079E-001,-7.559154116424163E-001,5.334017075573450E-001,
2.190000000000000E+009,-7.478119046848055E-001,5.418606088840419E-001,-7.468454196536832E-001,5.434881215927845E-001,-7.476881708332646E-001,5.417685533304382E-001,
2.195000000000000E+009,-7.390592591208982E-001,5.500553970889209E-001,-7.378734024362086E-001,5.514659886915392E-001,-7.388977076115412E-001,5.497768656004554E-001,
2.200000000000000E+009,-7.281332051125716E-001,5.583243089453115E-001,-7.267074173938734E-001,5.598859740045659E-001,-7.279695791631511E-001,5.582385089725495E-001,
2.205000000000000E+009,-7.183792004065704E-001,5.673386610397582E-001,-7.165708393434984E-001,5.688129814834160E-001,-7.181891455369042E-001,5.669605544619195E-001,
2.210000000000000E+009,-7.065843979169691E-001,5.753356696788693E-001,-7.045804298160828E-001,5.767657134130253E-001,-7.065219893281416E-001,5.749639400737032E-001,
2.215000000000000E+009,-6.951389531237737E-001,5.848413206718421E-001,-6.928560806952830E-001,5.861725265954549E-001,-6.951263723936904E-001,5.845865763989566E-001,
2.220000000000000E+009,-6.821033428065756E-001,5.942286294840251E-001,-6.794250487532845E-001,5.955788204086351E-001,-6.820581348089152E-001,5.938809340291786E-001,
2.225000000000000E+009,-6.675059869423745E-001,6.033726908678492E-001,-6.645617279938485E-001,6.043757948643835E-001,-6.676118103811328E-001,6.030588930349139E-001,
2.230000000000000E+009,-6.503846589341111E-001,6.123357453379049E-001,-6.470678104251457E-001,6.132294999906199E-001,-6.504432695315912E-001,6.120263450805829E-001,
2.235000000000000E+009,-6.322782340935053E-001,6.206394379429916E-001,-6.286479369443566E-001,6.211771012727714E-001,-6.323842021318439E-001,6.201540382025719E-001,
2.240000000000000E+009,-6.114029113149571E-001,6.286693212436531E-001,-6.072543514075788E-001,6.292388853326867E-001,-6.114686117388455E-001,6.283073212763526E-001,
2.245000000000000E+009,-5.880153271109017E-001,6.357594277888108E-001,-5.830911450660455E-001,6.359267531552547E-001,-5.882493457986656E-001,6.352480113990179E-001,
2.250000000000000E+009,-5.608310200402112E-001,6.406033045098278E-001,-5.551832035698958E-001,6.402869447327405E-001,-5.613648119847033E-001,6.401922450064963E-001,
2.255000000000000E+009,-5.310989834323429E-001,6.423885190962619E-001,-5.246555886642446E-001,6.411809386464329E-001,-5.318334421071167E-001,6.421865643318442E-001,
2.260000000000000E+009,-4.972982103334481E-001,6.409009957168114E-001,-4.899079209121914E-001,6.384733460185884E-001,-4.980109276865035E-001,6.409237293267622E-001,
2.265000000000000E+009,-4.594155816229438E-001,6.330064913098611E-001,-4.511003495218797E-001,6.290233544367965E-001,-4.600148852265914E-001,6.331535965028815E-001,
2.270000000000000E+009,-4.185602709983260E-001,6.168506010357755E-001,-4.092965411396754E-001,6.104493810037127E-001,-4.190596480803311E-001,6.172077316152714E-001,
2.275000000000000E+009,-3.770861307358120E-001,5.876744229062441E-001,-3.675187529596187E-001,5.779050786883389E-001,-3.774019886005057E-001,5.881625967237660E-001,
2.280000000000000E+009,-3.402140568504070E-001,5.462318195956173E-001,-3.318122134701393E-001,5.318582576730098E-001,-3.402668791795861E-001,5.467067020518338E-001,
2.285000000000000E+009,-3.115820535072200E-001,4.895524716354137E-001,-3.064844024699038E-001,4.704703546211919E-001,-3.116986503046064E-001,4.897717804297188E-001,
2.290000000000000E+009,-2.992159072572799E-001,4.186485674001029E-001,-3.003997203811925E-001,3.957911295793880E-001,-2.995130668481624E-001,4.191861140977323E-001,
2.295000000000000E+009,-3.119380483215937E-001,3.419461646779001E-001,-3.215387118091449E-001,3.182328993469268E-001,-3.118610039353325E-001,3.427711269433790E-001,
2.300000000000000E+009,-3.514860002338374E-001,2.701703556356793E-001,-3.699863017967626E-001,2.506602974682792E-001,-3.511864120859091E-001,2.709743281121395E-001,
2.305000000000000E+009,-4.163860992581110E-001,2.163306393609017E-001,-4.398460421171845E-001,2.048158732380793E-001,-4.156172685336859E-001,2.172275463319322E-001,
2.310000000000000E+009,-4.915124581582480E-001,1.925545553194477E-001,-5.154343287179585E-001,1.893343624344979E-001,-4.901348283703728E-001,1.929972583298497E-001,
2.315000000000000E+009,-5.631607189218115E-001,1.949112954009790E-001,-5.846763726914717E-001,1.980204829358829E-001,-5.619226874781605E-001,1.944336677192299E-001,
2.320000000000000E+009,-6.221331168330626E-001,2.150517318685545E-001,-6.399388931681946E-001,2.222986261719426E-001,-6.214210109229459E-001,2.141717069061632E-001,
2.325000000000000E+009,-6.675487391181350E-001,2.448512255218374E-001,-6.814622969617810E-001,2.545403239811795E-001,-6.672502216103099E-001,2.441571758682563E-001,
2.330000000000000E+009,-6.999453319485769E-001,2.788099717484088E-001,-7.102572422941391E-001,2.892786947344723E-001,-6.998210802814224E-001,2.780589492967783E-001,
2.335000000000000E+009,-7.231595070027294E-001,3.127467521694934E-001,-7.305847982351793E-001,3.231717363902105E-001,-7.233036385039021E-001,3.122143048268071E-001,
2.340000000000000E+009,-7.394974032994538E-001,3.466084823288005E-001,-7.447610513073141E-001,3.566645331870303E-001,-7.396830491584345E-001,3.461481496925970E-001,
2.345000000000000E+009,-7.483177525443727E-001,3.774591969326308E-001,-7.519058129569005E-001,3.866210289579299E-001,-7.485366854225014E-001,3.770619915662539E-001,
2.350000000000000E+009,-7.542568179518310E-001,4.065319122994512E-001,-7.566393551071808E-001,4.151606674610976E-001,-7.545619520469526E-001,4.065308764120125E-001,
2.355000000000000E+009,-7.560618776585545E-001,4.337569211918456E-001,-7.574220476102861E-001,4.414918294807775E-001,-7.562373173551180E-001,4.336383592207866E-001,
2.360000000000000E+009,-7.552434452082258E-001,4.582270295334536E-001,-7.559283042902333E-001,4.653408184490755E-001,-7.553629555407836E-001,4.583190185067213E-001,
2.365000000000000E+009,-7.535196886181752E-001,4.806948314961611E-001,-7.536633664482196E-001,4.870759238369030E-001,-7.535760656072010E-001,4.806545599583103E-001,
2.370000000000000E+009,-7.491959415396456E-001,5.013359526379317E-001,-7.489765900661480E-001,5.071394971874939E-001,-7.491860936856533E-001,5.013272482629926E-001,
2.375000000000000E+009,-7.449671508805120E-001,5.212634184894289E-001,-7.444834451371296E-001,5.265064663813830E-001,-7.449629938637578E-001,5.213010114652081E-001,
2.380000000000000E+009,-7.385099494708440E-001,5.375162048818472E-001,-7.378951993245333E-001,5.423681639985706E-001,-7.384891823277274E-001,5.374179179054491E-001,
2.385000000000000E+009,-7.330008330683682E-001,5.545018673134026E-001,-7.322519808780941E-001,5.588560636664859E-001,-7.329991480851780E-001,5.545786612171451E-001,
2.390000000000000E+009,-7.261620785856354E-001,5.706371696059440E-001,-7.252362743084397E-001,5.747277158478794E-001,-7.261658976202592E-001,5.706133361720104E-001,
2.395000000000000E+009,-7.188868104740642E-001,5.846712293920818E-001,-7.179641827494052E-001,5.882294367468304E-001,-7.188234139185579E-001,5.845723443950897E-001,
2.400000000000000E+009,-7.113127219666097E-001,5.972639306892049E-001,-7.103486461786368E-001,6.006515397232580E-001,-7.113128523210502E-001,5.972996765131994E-001,
2.405000000000000E+009,-7.046491901500704E-001,6.096550003253054E-001,-7.035266691073533E-001,6.127486519184995E-001,-7.045079836399550E-001,6.094801532683549E-001,
2.410000000000000E+009,-6.958150188330354E-001,6.221030584299421E-001,-6.947929263836661E-001,6.250657277894141E-001,-6.958342660154580E-001,6.220907496677524E-001,
2.415000000000000E+009,-6.881647311659331E-001,6.332725770238218E-001,-6.871478636556282E-001,6.359053961310329E-001,-6.881263157912578E-001,6.331128540912869E-001,
2.420000000000000E+009,-6.800025007076532E-001,6.442585482938487E-001,-6.789953513704056E-001,6.467978636628206E-001,-6.799561701536251E-001,6.441860508348847E-001,
2.425000000000000E+009,-6.719174982359618E-001,6.542534500496425E-001,-6.709521804334421E-001,6.567243519596802E-001,-6.718580969429298E-001,6.542520785818606E-001,
2.430000000000000E+009,-6.641350234834309E-001,6.641392271230798E-001,-6.630574105920992E-001,6.663827602395467E-001,-6.639747194102990E-001,6.640357522648285E-001,
2.435000000000000E+009,-6.558241579044217E-001,6.733429408886833E-001,-6.548959383586641E-001,6.756673423485624E-001,-6.557933105150431E-001,6.733634931536054E-001,
2.440000000000000E+009,-6.478562671528036E-001,6.815272811090219E-001,-6.469150421672272E-001,6.835181087591523E-001,-6.477773588092490E-001,6.813273323629387E-001,
2.445000000000000E+009,-6.402302399776879E-001,6.898855086853962E-001,-6.393495417465488E-001,6.919329525171700E-001,-6.401377289305630E-001,6.898190762994673E-001,
2.450000000000000E+009,-6.326368244003249E-001,6.977880330643687E-001,-6.316685551369113E-001,6.996142998008427E-001,-6.325879641490075E-001,6.976416119634153E-001,
2.455000000000000E+009,-6.234529572366161E-001,7.062588904367310E-001,-6.224592458533700E-001,7.080164588053163E-001,-6.233863943373099E-001,7.060901718029715E-001,
2.460000000000000E+009,-6.169472697355745E-001,7.140990942291924E-001,-6.159700270229369E-001,7.158056392753300E-001,-6.168750941723420E-001,7.139525241058193E-001,
2.465000000000000E+009,-6.088619924519714E-001,7.220745469314763E-001,-6.079688939977871E-001,7.236960070397056E-001,-6.089459771617738E-001,7.218107397779484E-001,
2.470000000000000E+009,-6.016013244351151E-001,7.297345285519824E-001,-6.006427093121095E-001,7.313382343616242E-001,-6.015709976180613E-001,7.296586652380346E-001,
2.475000000000000E+009,-5.933724266315281E-001,7.374052793254703E-001,-5.925416577521372E-001,7.389797272396251E-001,-5.933522091507284E-001,7.372906953948231E-001,
2.480000000000000E+009,-5.848606871559580E-001,7.448853522047103E-001,-5.839049904587061E-001,7.462194477901161E-001,-5.847797193812128E-001,7.447750102031985E-001,
2.485000000000000E+009,-5.760653800862747E-001,7.520625336911707E-001,-5.751945528976424E-001,7.535012650008481E-001,-5.760584351934123E-001,7.520934245828308E-001,
2.490000000000000E+009,-5.686960226317472E-001,7.595833695108455E-001,-5.677668126673704E-001,7.608890681971411E-001,-5.686746764431180E-001,7.593735300598614E-001,
2.495000000000000E+009,-5.596770359210238E-001,7.654244650369424E-001,-5.588814562077520E-001,7.665764114130197E-001,-5.597204960211946E-001,7.653753693806342E-001,
2.500000000000000E+009,-5.517072313407190E-001,7.714859749145119E-001,-5.509949367263234E-001,7.727253478567053E-001,-5.516881257802775E-001,7.713293503421839E-001,
2.505000000000000E+009,-5.360487439452062E-001,7.685903394773048E-001,-5.352042019601576E-001,7.696139459495550E-001,-5.360901183237886E-001,7.683310679879760E-001,
2.510000000000000E+009,-5.282923593488713E-001,7.749233984734271E-001,-5.276188163757877E-001,7.758654267520067E-001,-5.281399287452844E-001,7.745019560693321E-001,
2.515000000000000E+009,-5.206869467282200E-001,7.815930089141132E-001,-5.198506747317904E-001,7.825584878204699E-001,-5.204672503636152E-001,7.813448513006243E-001,
2.520000000000000E+009,-5.114229422755708E-001,7.872731600820593E-001,-5.107350402380352E-001,7.883558347556257E-001,-5.115058467514770E-001,7.871302456102047E-001,
2.525000000000000E+009,-5.046730353891173E-001,7.912210084076278E-001,-5.040300278671014E-001,7.921195526494198E-001,-5.046200382186780E-001,7.909359239125628E-001,
2.530000000000000E+009,-4.959127587524847E-001,7.975339722748819E-001,-4.953289276001582E-001,7.983585352307965E-001,-4.958866831320742E-001,7.972893848102606E-001,
2.535000000000000E+009,-4.873706403066800E-001,8.007313876235878E-001,-4.867629923551174E-001,8.016166780528755E-001,-4.874254571276176E-001,8.006004208957419E-001,
2.540000000000000E+009,-4.799627763956836E-001,8.042239305211939E-001,-4.795813955909714E-001,8.049362418689869E-001,-4.799331733923775E-001,8.039276561221680E-001,
2.545000000000000E+009,-4.710750108359947E-001,8.082978927414724E-001,-4.704659607283800E-001,8.089566579658990E-001,-4.710596070496974E-001,8.079839641877646E-001,
2.550000000000000E+009,-4.637142419131087E-001,8.128783496205410E-001,-4.633747102086389E-001,8.137578055506902E-001,-4.637744448440974E-001,8.127050048393470E-001,
2.555000000000000E+009,-4.553034925513114E-001,8.175862197510218E-001,-4.548773119916680E-001,8.182433304350073E-001,-4.552283823364285E-001,8.173287697496255E-001,
2.560000000000000E+009,-4.466673455225137E-001,8.232548551596295E-001,-4.461966010869906E-001,8.239037639545351E-001,-4.467866501683806E-001,8.230978254487267E-001,
2.565000000000000E+009,-4.380799520348270E-001,8.287518579734102E-001,-4.377999271101749E-001,8.293299377290107E-001,-4.381296328891968E-001,8.286240708257757E-001,
2.570000000000000E+009,-4.288496009655191E-001,8.339622796397658E-001,-4.284736871330627E-001,8.345271111535308E-001,-4.287907418758198E-001,8.337996029057998E-001,
2.575000000000000E+009,-4.210783602096617E-001,8.395617942716410E-001,-4.208547385547931E-001,8.400471863527981E-001,-4.210822488362724E-001,8.393912027158101E-001,
2.580000000000000E+009,-4.113238218278249E-001,8.454979846555637E-001,-4.110561501010084E-001,8.459891872442715E-001,-4.113106662321983E-001,8.453754733433913E-001,
2.585000000000000E+009,-4.003864968910527E-001,8.501882477501124E-001,-4.004322184015805E-001,8.507096291115351E-001,-4.003749898088164E-001,8.500477911724690E-001,
2.590000000000000E+009,-3.915018350901380E-001,8.548784520690176E-001,-3.913552692446177E-001,8.553437968579116E-001,-3.914234581412737E-001,8.547406618040434E-001,
2.595000000000000E+009,-3.821828747410204E-001,8.588228877256031E-001,-3.821887800151633E-001,8.593190784267639E-001,-3.821850446200406E-001,8.585201816360701E-001,
2.600000000000000E+009,-3.713767330490626E-001,8.624643403113412E-001,-3.712027211873299E-001,8.629903468732454E-001,-3.712315723173831E-001,8.622066224099918E-001,
2.605000000000000E+009,-3.603122114592112E-001,8.656181775840610E-001,-3.602049428723318E-001,8.659429847653666E-001,-3.603990095806657E-001,8.653953944250862E-001,
2.610000000000000E+009,-3.493541948887491E-001,8.680592998641435E-001,-3.491980958163921E-001,8.683531586875853E-001,-3.494090167238687E-001,8.678990548782427E-001,
2.615000000000000E+009,-3.363404334213458E-001,8.696096519659796E-001,-3.360720194157721E-001,8.696634927016538E-001,-3.365129224574562E-001,8.694823609006380E-001,
2.620000000000000E+009,-3.255707311716165E-001,8.704196111870497E-001,-3.252319267623129E-001,8.699879656994829E-001,-3.256496971327860E-001,8.703891919139370E-001,
2.625000000000000E+009,-3.123943328355794E-001,8.705162917598663E-001,-3.119438140821569E-001,8.693130918351766E-001,-3.124031981931516E-001,8.704386911106066E-001,
2.630000000000000E+009,-2.992476764402945E-001,8.682091332599995E-001,-2.994255612467458E-001,8.659724390659230E-001,-2.992249496526078E-001,8.680608729620386E-001,
2.635000000000000E+009,-2.876324205443893E-001,8.625231072238396E-001,-2.886750664029316E-001,8.589619241371016E-001,-2.877352015840639E-001,8.624212247632774E-001,
2.640000000000000E+009,-2.772426433292404E-001,8.536332018600774E-001,-2.806559392333342E-001,8.489087173820960E-001,-2.772900946102557E-001,8.536646777802255E-001,
