% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,
2.950000000000000E+009,1.860417942526837E-001,9.300646841339421E-001,
2.955000000000000E+009,1.936158997775367E-001,9.288121373269532E-001,
2.960000000000000E+009,2.018828377575856E-001,9.269200017022579E-001,
2.965000000000000E+009,2.098030767927863E-001,9.250121256861987E-001,
2.970000000000000E+009,2.181667932043773E-001,9.230694541795612E-001,
2.975000000000000E+009,2.261582098745190E-001,9.208703987493089E-001,
2.980000000000000E+009,2.338615416306635E-001,9.187616779412420E-001,
2.985000000000000E+009,2.419064385636465E-001,9.167653453476151E-001,
2.990000000000000E+009,2.502213352684033E-001,9.147699367872213E-001,
2.995000000000000E+009,2.576157039359708E-001,9.121579639731211E-001,
3.000000000000000E+009,2.650330126954240E-001,9.105803613678136E-001,
3.005000000000000E+009,2.724963825765850E-001,9.087081393598376E-001,
3.010000000000000E+009,2.803439659918499E-001,9.064441428746803E-001,
3.015000000000000E+009,2.881947341850100E-001,9.041555511593791E-001,
3.020000000000000E+009,2.957932335564122E-001,9.016236827066546E-001,
3.025000000000000E+009,3.034043745525483E-001,8.990754207691448E-001,
3.030000000000000E+009,3.116173119238093E-001,8.960040950606337E-001,
3.035000000000000E+009,3.190000975517403E-001,8.921589460058735E-001,
3.040000000000000E+009,3.265265268594454E-001,8.890704828910108E-001,
3.045000000000000E+009,3.346134624120609E-001,8.855344913698822E-001,
3.050000000000000E+009,3.420400200104376E-001,8.818197573667588E-001,
3.055000000000000E+009,3.498535551448494E-001,8.779348688986115E-001,
3.060000000000000E+009,3.570624043397619E-001,8.742074088347799E-001,
3.065000000000000E+009,3.643936187482417E-001,8.709482479161601E-001,
3.070000000000000E+009,3.717568835931100E-001,8.676494303442077E-001,
3.075000000000000E+009,3.792924435383420E-001,8.649550812692182E-001,
3.080000000000000E+009,3.868412182280794E-001,8.613344029273481E-001,
3.085000000000000E+009,3.946534988906041E-001,8.579622862458974E-001,
3.090000000000000E+009,4.023488334688420E-001,8.545289930105462E-001,
3.095000000000000E+009,4.095969633082659E-001,8.514189366715985E-001,
3.100000000000000E+009,4.172226736078372E-001,8.478929476588182E-001,
3.105000000000000E+009,4.247834884066195E-001,8.444633818340690E-001,
3.110000000000000E+009,4.323384221336127E-001,8.403115282123770E-001,
3.115000000000000E+009,4.396554876090243E-001,8.359406120359297E-001,
3.120000000000000E+009,4.466523207369136E-001,8.315661937895233E-001,
3.125000000000000E+009,4.537253476573606E-001,8.272094438693792E-001,
3.130000000000000E+009,4.615016158701742E-001,8.225711410262733E-001,
3.135000000000000E+009,4.689210408626376E-001,8.176068614775343E-001,
3.140000000000000E+009,4.760593311715972E-001,8.127671574051378E-001,
3.145000000000000E+009,4.829249730264053E-001,8.075536778296476E-001,
3.150000000000000E+009,4.897607136276416E-001,8.018907415896434E-001,
3.155000000000000E+009,4.963699706303042E-001,7.973020882309636E-001,
3.160000000000000E+009,5.028079553761511E-001,7.924854637831722E-001,
3.165000000000000E+009,5.087713618027566E-001,7.874549430973131E-001,
3.170000000000000E+009,5.150408664220518E-001,7.830389574501671E-001,
3.175000000000000E+009,5.212085156919672E-001,7.784684933907368E-001,
3.180000000000000E+009,5.270744980808919E-001,7.745585058631838E-001,
3.185000000000000E+009,5.333816198194665E-001,7.703667220609369E-001,
3.190000000000000E+009,5.398635113010556E-001,7.656759996597587E-001,
3.195000000000000E+009,5.463378331848189E-001,7.604579387527715E-001,
3.200000000000000E+009,5.530787698811759E-001,7.547365527135639E-001,
3.205000000000000E+009,5.594731737164290E-001,7.488572301198623E-001,
3.210000000000000E+009,5.664099737468067E-001,7.427780872332847E-001,
3.215000000000000E+009,5.724482533112844E-001,7.368474828484548E-001,
3.220000000000000E+009,5.793532257080132E-001,7.305873002269345E-001,
3.225000000000000E+009,5.857948606207467E-001,7.233563663857662E-001,
3.230000000000000E+009,5.918829946958579E-001,7.167352490598963E-001,
3.235000000000000E+009,5.981683538496696E-001,7.103575682137568E-001,
3.240000000000000E+009,6.042854787327847E-001,7.033583497353999E-001,
3.245000000000000E+009,6.100966837070136E-001,6.964455744048648E-001,
3.250000000000000E+009,6.155588336065667E-001,6.901152402108761E-001,
3.255000000000000E+009,6.219487277583167E-001,6.831345174075050E-001,
3.260000000000000E+009,6.275932809126520E-001,6.755850856743675E-001,
3.265000000000000E+009,6.326267360539041E-001,6.680947386368212E-001,
3.270000000000000E+009,6.379979772757921E-001,6.604467937154037E-001,
3.275000000000000E+009,6.427332434372580E-001,6.522486471841623E-001,
3.280000000000000E+009,6.469472365276027E-001,6.437136821275575E-001,
3.285000000000000E+009,6.511893822177639E-001,6.349264807354597E-001,
3.290000000000000E+009,6.546490159917020E-001,6.260542786555944E-001,
3.295000000000000E+009,6.571929576709108E-001,6.175789151793785E-001,
3.300000000000000E+009,6.594716826658451E-001,6.086988316872923E-001,
3.305000000000000E+009,6.612499727875513E-001,6.010214195023454E-001,
3.310000000000000E+009,6.627852899489445E-001,5.932696459709035E-001,
3.315000000000000E+009,6.642437159599799E-001,5.856533737537379E-001,
3.320000000000000E+009,6.655055872033957E-001,5.779296675369297E-001,
3.325000000000000E+009,6.658312955304251E-001,5.700379265413297E-001,
3.330000000000000E+009,6.653958300381426E-001,5.622717203921219E-001,
3.335000000000000E+009,6.642980310817441E-001,5.552886522696128E-001,
3.340000000000000E+009,6.621109674009971E-001,5.487083897188099E-001,
3.345000000000000E+009,6.594803134223606E-001,5.427480361049067E-001,
3.350000000000000E+009,6.562106621995019E-001,5.377905902064266E-001,
3.355000000000000E+009,6.522885912529861E-001,5.350653086551963E-001,
3.360000000000000E+009,6.488055660379011E-001,5.335318258349489E-001,
3.365000000000000E+009,6.458973099257908E-001,5.333495415487382E-001,
3.370000000000000E+009,6.436560582742296E-001,5.344551946442423E-001,
3.375000000000000E+009,6.432588102202482E-001,5.372074331737238E-001,
3.380000000000000E+009,6.444446537967555E-001,5.402598245548951E-001,
3.385000000000000E+009,6.470385821099691E-001,5.433538667341997E-001,
3.390000000000000E+009,6.507852494231734E-001,5.465352248421742E-001,
3.395000000000000E+009,6.561791773011466E-001,5.498561627387165E-001,
3.400000000000000E+009,6.628459466402263E-001,5.526487302707830E-001,
3.405000000000000E+009,6.702856148619694E-001,5.548963156134882E-001,
3.410000000000000E+009,6.791920343586790E-001,5.561910641271555E-001,
3.415000000000000E+009,6.892923759922661E-001,5.562160962972096E-001,
3.420000000000000E+009,6.994632448609909E-001,5.547866992159778E-001,
3.425000000000000E+009,7.100371337603629E-001,5.520787700723580E-001,
3.430000000000000E+009,7.206651365300258E-001,5.481748514344572E-001,
3.435000000000000E+009,7.309326339150234E-001,5.430456173781920E-001,
3.440000000000000E+009,7.400335607402583E-001,5.369102704866946E-001,
3.445000000000000E+009,7.488263927954801E-001,5.301685983434257E-001,
3.450000000000000E+009,7.570427006000789E-001,5.230591140560424E-001,
3.455000000000000E+009,7.648502088327768E-001,5.159439832521496E-001,
3.460000000000000E+009,7.725778806978376E-001,5.084595113562944E-001,
3.465000000000000E+009,7.793264967811222E-001,5.012619813193543E-001,
3.470000000000000E+009,7.863623774307276E-001,4.931875539144948E-001,
3.475000000000000E+009,7.926114090964698E-001,4.853797189449859E-001,
3.480000000000000E+009,7.986026056565700E-001,4.771407589439935E-001,
3.485000000000000E+009,8.040287887530011E-001,4.695532264220928E-001,
3.490000000000000E+009,8.098240387221761E-001,4.617081930109720E-001,
3.495000000000000E+009,8.156627651105475E-001,4.536058858538369E-001,
3.500000000000000E+009,8.206196871955531E-001,4.452471481222027E-001,
3.505000000000000E+009,8.262042805900012E-001,4.373753314792090E-001,
3.510000000000000E+009,8.312874953989673E-001,4.290372488176898E-001,
3.515000000000000E+009,8.360156604716726E-001,4.205370647118573E-001,
3.520000000000000E+009,8.403264669083501E-001,4.123299498745600E-001,
3.525000000000000E+009,8.449029235949055E-001,4.038216986690752E-001,
3.530000000000000E+009,8.490162815124938E-001,3.954416014515114E-001,
3.535000000000000E+009,8.530586125305302E-001,3.867972565641829E-001,
3.540000000000000E+009,8.564758317593540E-001,3.784222661678974E-001,
3.545000000000000E+009,8.601917091176521E-001,3.696043840803707E-001,
3.550000000000000E+009,8.633696334449097E-001,3.612449878894652E-001,
3.555000000000000E+009,8.663745522385158E-001,3.526315247187416E-001,
3.560000000000000E+009,8.693473957735182E-001,3.440686635126783E-001,
3.565000000000000E+009,8.721701279823100E-001,3.358710139577087E-001,
3.570000000000000E+009,8.747279932668577E-001,3.269286617793615E-001,
3.575000000000000E+009,8.770374851975302E-001,3.188387651498127E-001,
3.580000000000000E+009,8.793357251213880E-001,3.106703441662659E-001,
3.585000000000000E+009,8.812221775134819E-001,3.026314383978421E-001,
3.590000000000000E+009,8.831523951668523E-001,2.947332610194471E-001,
3.595000000000000E+009,8.853785696740387E-001,2.875319204148765E-001,
3.600000000000000E+009,8.871071828570253E-001,2.799537091767215E-001,
3.605000000000000E+009,8.896202706642826E-001,2.725406151394377E-001,
3.610000000000000E+009,8.918413693512031E-001,2.652874550689005E-001,
3.615000000000000E+009,8.945462596754783E-001,2.576338949592086E-001,
3.620000000000000E+009,8.969364477943627E-001,2.498616958178405E-001,
3.625000000000000E+009,8.999323058852994E-001,2.420310415661036E-001,
3.630000000000000E+009,9.025731088708152E-001,2.338965860099270E-001,
3.635000000000000E+009,9.044349103637700E-001,2.256201937936173E-001,
3.640000000000000E+009,9.063764496580355E-001,2.172640002559650E-001,
3.645000000000000E+009,9.081837411033317E-001,2.091246384050121E-001,
3.650000000000000E+009,9.095878449071350E-001,2.009289145199874E-001,
3.655000000000000E+009,9.117987852939586E-001,1.931985177698441E-001,
3.660000000000000E+009,9.136060389223533E-001,1.846719346554419E-001,
3.665000000000000E+009,9.152235906653237E-001,1.767587005303465E-001,
3.670000000000000E+009,9.170125606590502E-001,1.679991673757819E-001,
3.675000000000000E+009,9.184149409630391E-001,1.596870458395865E-001,
3.680000000000000E+009,9.194285614120670E-001,1.510474612781355E-001,
3.685000000000000E+009,9.202654075652315E-001,1.422301790305602E-001,
3.690000000000000E+009,9.209483468446874E-001,1.338523066428730E-001,
3.695000000000000E+009,9.217860494492437E-001,1.255800202517104E-001,
3.700000000000000E+009,9.219528558811908E-001,1.173936742518963E-001,
3.705000000000000E+009,9.226354299820809E-001,1.089397607534970E-001,
3.710000000000000E+009,9.228927878365112E-001,1.003212665998333E-001,
3.715000000000000E+009,9.231910758150762E-001,9.167040116696307E-002,
3.720000000000000E+009,9.230138547187469E-001,8.335330413358567E-002,
3.725000000000000E+009,9.225615687091959E-001,7.541872805309022E-002,
3.730000000000000E+009,9.222000276924830E-001,6.765676909980528E-002,
3.735000000000000E+009,9.221127269422470E-001,5.999159903578935E-002,
3.740000000000000E+009,9.220506312531289E-001,5.257607140777043E-002,
3.745000000000000E+009,9.224588889609222E-001,4.550305710142352E-002,
3.750000000000000E+009,9.229286673691239E-001,3.817982860298965E-002,
3.755000000000000E+009,9.233230710027552E-001,3.065510230556362E-002,
3.760000000000000E+009,9.235544452359935E-001,2.294791329117773E-002,
3.765000000000000E+009,9.236495839322237E-001,1.505458249371184E-002,
3.770000000000000E+009,9.234957593914337E-001,7.464181864457941E-003,
3.775000000000000E+009,9.240907707635659E-001,-7.641084151524478E-004,
3.780000000000000E+009,9.241235002561189E-001,-8.924032148227245E-003,
3.785000000000000E+009,9.239975650749908E-001,-1.731379333571369E-002,
3.790000000000000E+009,9.236960188755530E-001,-2.541635346736011E-002,
3.795000000000000E+009,9.232373386143715E-001,-3.397195815915916E-002,
3.800000000000000E+009,9.228573661507113E-001,-4.195844468998176E-002,
3.805000000000000E+009,9.223471015719725E-001,-5.061377574866343E-002,
3.810000000000000E+009,9.211974379617418E-001,-5.879034701428167E-002,
3.815000000000000E+009,9.204323405923742E-001,-6.740249916780922E-002,
3.820000000000000E+009,9.191756471112005E-001,-7.617444454935211E-002,
3.825000000000000E+009,9.178162926676483E-001,-8.475523505347629E-002,
3.830000000000000E+009,9.158506205594630E-001,-9.286561815625311E-002,
3.835000000000000E+009,9.142855844122905E-001,-1.009659316441206E-001,
3.840000000000000E+009,9.121985939008347E-001,-1.088325862743094E-001,
3.845000000000000E+009,9.107262455331371E-001,-1.162889676442620E-001,
3.850000000000000E+009,9.085339365521760E-001,-1.237929778602017E-001,
3.855000000000000E+009,9.070098061506177E-001,-1.312330141678818E-001,
3.860000000000000E+009,9.053442096952051E-001,-1.385022062731390E-001,
3.865000000000000E+009,9.035758427324182E-001,-1.457810266774126E-001,
3.870000000000000E+009,9.018288439221577E-001,-1.527908793831963E-001,
3.875000000000000E+009,9.000225925273201E-001,-1.595902117168784E-001,
3.880000000000000E+009,8.987314960694105E-001,-1.663155139419330E-001,
3.885000000000000E+009,8.976147390108840E-001,-1.739120367525394E-001,
3.890000000000000E+009,8.964822185415127E-001,-1.809737041840810E-001,
3.895000000000000E+009,8.952131075507881E-001,-1.883924625220074E-001,
3.900000000000000E+009,8.939621479075001E-001,-1.958410661025902E-001,
3.905000000000000E+009,8.923596217534232E-001,-2.032203118150350E-001,
3.910000000000000E+009,8.909347953245961E-001,-2.110778493502382E-001,
3.915000000000000E+009,8.893215331611796E-001,-2.188842534612320E-001,
3.920000000000000E+009,8.873360323264228E-001,-2.266939982390363E-001,
3.925000000000000E+009,8.852140968543074E-001,-2.346790723535066E-001,
3.930000000000000E+009,8.831786911086663E-001,-2.424473056898432E-001,
3.935000000000000E+009,8.809215756869954E-001,-2.502645349181905E-001,
3.940000000000000E+009,8.787384984089196E-001,-2.576295025459187E-001,
3.945000000000000E+009,8.765658846869777E-001,-2.655580953337355E-001,
3.950000000000000E+009,8.737583167110827E-001,-2.735317699720472E-001,
3.955000000000000E+009,8.712073836093673E-001,-2.814629683691628E-001,
3.960000000000000E+009,8.683332215632025E-001,-2.890938344598092E-001,
3.965000000000000E+009,8.652008061165547E-001,-2.968859649940956E-001,
3.970000000000000E+009,8.622097837475371E-001,-3.043670038657501E-001,
3.975000000000000E+009,8.576387063329651E-001,-3.158689982601841E-001,
3.980000000000000E+009,8.544379019975366E-001,-3.230469917057048E-001,
3.985000000000000E+009,8.507189948035601E-001,-3.306999673477618E-001,
3.990000000000000E+009,8.470174447840020E-001,-3.377756846601647E-001,
3.995000000000000E+009,8.434517437432798E-001,-3.442982136233071E-001,
4.000000000000000E+009,8.401060639599809E-001,-3.514577640624145E-001,
4.005000000000000E+009,8.368533047659120E-001,-3.574320351687915E-001,
4.010000000000000E+009,8.334411930613837E-001,-3.645187739756656E-001,
4.015000000000000E+009,8.305714488183009E-001,-3.716668327319235E-001,
4.020000000000000E+009,8.273725166043927E-001,-3.788854253647582E-001,
4.025000000000000E+009,8.240260713229624E-001,-3.859517158733023E-001,
4.030000000000000E+009,8.204122208763707E-001,-3.930632033751750E-001,
4.035000000000000E+009,8.167446268792569E-001,-4.000834747925802E-001,
4.040000000000000E+009,8.131235155265466E-001,-4.070315348823704E-001,
4.045000000000000E+009,8.094975574664642E-001,-4.142190302151044E-001,
4.050000000000000E+009,8.055564423795913E-001,-4.208168467836608E-001,
4.055000000000000E+009,8.021781718616156E-001,-4.281441328022774E-001,
4.060000000000000E+009,7.982717997297321E-001,-4.351167214074265E-001,
4.065000000000000E+009,7.940068476250443E-001,-4.421003740448300E-001,
4.070000000000000E+009,7.896714267359293E-001,-4.487345145864546E-001,
4.075000000000000E+009,7.857061685961175E-001,-4.549409841684056E-001,
4.080000000000000E+009,7.818349390091512E-001,-4.625775586729840E-001,
4.085000000000000E+009,7.775984181764308E-001,-4.695905064638167E-001,
4.090000000000000E+009,7.732837214708606E-001,-4.771206950154294E-001,
4.095000000000000E+009,7.685431071151611E-001,-4.840504891160644E-001,
4.100000000000000E+009,7.634385967698445E-001,-4.912522894667364E-001,
4.105000000000000E+009,7.584047159812016E-001,-4.978008047623223E-001,
4.110000000000000E+009,7.532252721466354E-001,-5.044184079274608E-001,
4.115000000000000E+009,7.480854138926345E-001,-5.113632552897129E-001,
4.120000000000000E+009,7.427038789820573E-001,-5.181166741529667E-001,
4.125000000000000E+009,7.372027943109745E-001,-5.242894098245521E-001,
4.130000000000000E+009,7.315149676660248E-001,-5.306298055160340E-001,
4.135000000000000E+009,7.260259237668918E-001,-5.365582970938911E-001,
4.140000000000000E+009,7.203856358326650E-001,-5.425975403140113E-001,
4.145000000000000E+009,7.147806658303646E-001,-5.485783664977006E-001,
4.150000000000000E+009,7.097384037863765E-001,-5.539643584019963E-001,
4.155000000000000E+009,7.041205936125908E-001,-5.593792036433755E-001,
4.160000000000000E+009,6.990987554773169E-001,-5.647235426148600E-001,
4.165000000000000E+009,6.946585778956019E-001,-5.701670299745956E-001,
4.170000000000000E+009,6.900150985765033E-001,-5.759652980418276E-001,
4.175000000000000E+009,6.851272801270465E-001,-5.817339576412870E-001,
4.180000000000000E+009,6.797587781766326E-001,-5.874997288003693E-001,
4.185000000000000E+009,6.740907681584805E-001,-5.932497648538956E-001,
4.190000000000000E+009,6.686919070434821E-001,-5.987499531528837E-001,
4.195000000000000E+009,6.633693211849915E-001,-6.043113637692894E-001,
4.200000000000000E+009,6.577683158297314E-001,-6.096856180649587E-001,
4.205000000000000E+009,6.524089379664555E-001,-6.154035917527292E-001,
4.210000000000000E+009,6.467680074495580E-001,-6.207608404351048E-001,
4.215000000000000E+009,6.410195134461695E-001,-6.269296655609649E-001,
4.220000000000000E+009,6.348153378734720E-001,-6.324740112065952E-001,
4.225000000000000E+009,6.284165694914250E-001,-6.379034562374515E-001,
4.230000000000000E+009,6.224277965754584E-001,-6.432933190492138E-001,
4.235000000000000E+009,6.155030954044067E-001,-6.483651720544758E-001,
4.240000000000000E+009,6.085973046335653E-001,-6.529328849952844E-001,
4.245000000000000E+009,6.027397865435172E-001,-6.573401442016188E-001,
4.250000000000000E+009,5.964811734318637E-001,-6.623161770956622E-001,
4.255000000000000E+009,5.900391832911283E-001,-6.670011075409759E-001,
4.260000000000000E+009,5.835730003930405E-001,-6.713579432023911E-001,
4.265000000000000E+009,5.772006404580710E-001,-6.750623255581520E-001,
4.270000000000000E+009,5.706874343121656E-001,-6.791836710224498E-001,
4.275000000000000E+009,5.646203931662631E-001,-6.828058725691564E-001,
4.280000000000000E+009,5.586231497094788E-001,-6.864003650292412E-001,
4.285000000000000E+009,5.528006251788120E-001,-6.898051777798118E-001,
4.290000000000000E+009,5.476550304612600E-001,-6.933625302373587E-001,
4.295000000000000E+009,5.421780625970851E-001,-6.973334728417973E-001,
4.300000000000000E+009,5.365492094419418E-001,-7.012678691487653E-001,
4.305000000000000E+009,5.309883918365002E-001,-7.056425007305783E-001,
4.310000000000000E+009,5.253186913524877E-001,-7.096748290548824E-001,
4.315000000000000E+009,5.192817577742038E-001,-7.138530331148015E-001,
4.320000000000000E+009,5.127201817843051E-001,-7.173685845730918E-001,
4.325000000000000E+009,5.071651949369843E-001,-7.211513317693264E-001,
4.330000000000000E+009,5.013457346045048E-001,-7.248088449873597E-001,
4.335000000000000E+009,4.954472657376109E-001,-7.288190887424854E-001,
4.340000000000000E+009,4.896302434045835E-001,-7.324709387015429E-001,
4.345000000000000E+009,4.838346130791139E-001,-7.364477864235394E-001,
4.350000000000000E+009,4.778990297227448E-001,-7.408973791320117E-001,
4.355000000000000E+009,4.716186800534536E-001,-7.452575280302015E-001,
4.360000000000000E+009,4.652600720930067E-001,-7.499455245603030E-001,
4.365000000000000E+009,4.581761172478467E-001,-7.543470307091247E-001,
4.370000000000000E+009,4.509394335189398E-001,-7.587269289992156E-001,
4.375000000000000E+009,4.436111188167540E-001,-7.629838327457206E-001,
4.380000000000000E+009,4.353602525025726E-001,-7.668194905600121E-001,
4.385000000000000E+009,4.275077441338878E-001,-7.701620966339134E-001,
4.390000000000000E+009,4.196947005988792E-001,-7.731289920410986E-001,
4.395000000000000E+009,4.120421804517315E-001,-7.758603654751699E-001,
4.400000000000000E+009,4.039270884916431E-001,-7.780867061632988E-001,
4.405000000000000E+009,3.970422964566298E-001,-7.800481264139211E-001,
4.410000000000000E+009,3.895201684477916E-001,-7.818168955990268E-001,
4.415000000000000E+009,3.826068219576437E-001,-7.833680288371513E-001,
4.420000000000000E+009,3.766045528912894E-001,-7.848928942439519E-001,
4.425000000000000E+009,3.706778226460127E-001,-7.864365958079140E-001,
4.430000000000000E+009,3.646662511877454E-001,-7.887058362178950E-001,
4.435000000000000E+009,3.588549542825612E-001,-7.911704598206983E-001,
4.440000000000000E+009,3.525696100614719E-001,-7.937854922012447E-001,
4.445000000000000E+009,3.461389490589202E-001,-7.963586243779025E-001,
4.450000000000000E+009,3.396438752420822E-001,-7.988345841230127E-001,
4.455000000000000E+009,3.325896203203979E-001,-8.013736270953752E-001,
4.460000000000000E+009,3.258403778465671E-001,-8.036398303886526E-001,
4.465000000000000E+009,3.194295948409346E-001,-8.059107783853511E-001,
4.470000000000000E+009,3.121932568510221E-001,-8.084972165035819E-001,
4.475000000000000E+009,3.055489574911882E-001,-8.110403260960800E-001,
4.480000000000000E+009,2.986014919769041E-001,-8.132695814074549E-001,
4.485000000000000E+009,2.922673208550679E-001,-8.155369205889980E-001,
4.490000000000000E+009,2.850099298261913E-001,-8.181471738284032E-001,
4.495000000000000E+009,2.781402746371215E-001,-8.204831363225046E-001,
4.500000000000000E+009,2.703207376789018E-001,-8.224335018730227E-001,
4.505000000000000E+009,2.634092324813449E-001,-8.251310110444792E-001,
4.510000000000000E+009,2.556088630026774E-001,-8.271697639414365E-001,
4.515000000000000E+009,2.477538003861892E-001,-8.291466633656289E-001,
4.520000000000000E+009,2.401911962984276E-001,-8.304245296417806E-001,
4.525000000000000E+009,2.323784415344273E-001,-8.318030825944389E-001,
4.530000000000000E+009,2.246379928826970E-001,-8.327637986513742E-001,
4.535000000000000E+009,2.174172941963067E-001,-8.332553174178923E-001,
4.540000000000000E+009,2.108032302323400E-001,-8.343240292354835E-001,
4.545000000000000E+009,2.039156727445183E-001,-8.352811314515598E-001,
4.550000000000000E+009,1.974727494948730E-001,-8.364891014366557E-001,
4.555000000000000E+009,1.907785614401205E-001,-8.379083646952499E-001,
4.560000000000000E+009,1.832952102396483E-001,-8.396664807345616E-001,
4.565000000000000E+009,1.760512408016517E-001,-8.403595464143832E-001,
4.570000000000000E+009,1.687820058330004E-001,-8.414749357983269E-001,
4.575000000000000E+009,1.616645396224373E-001,-8.424861566570402E-001,
4.580000000000000E+009,1.542899549898250E-001,-8.436374415207392E-001,
4.585000000000000E+009,1.466727052136916E-001,-8.442777299594295E-001,
4.590000000000000E+009,1.393988903367013E-001,-8.452799866017809E-001,
4.595000000000000E+009,1.318833060220408E-001,-8.458161033383713E-001,
4.600000000000000E+009,1.246319576711972E-001,-8.468059767244717E-001,
4.605000000000000E+009,1.175711053864509E-001,-8.471270777312587E-001,
4.610000000000000E+009,1.106303081854717E-001,-8.473980589130447E-001,
4.615000000000000E+009,1.036402031691096E-001,-8.481392353354003E-001,
4.620000000000000E+009,9.662657884854410E-002,-8.496151202487208E-001,
4.625000000000000E+009,8.967178408631762E-002,-8.508125908193434E-001,
4.630000000000000E+009,8.223466464780502E-002,-8.517843387468399E-001,
4.635000000000000E+009,7.481110341409043E-002,-8.531789849611462E-001,
4.640000000000000E+009,6.676769978741552E-002,-8.545662759272299E-001,
4.645000000000000E+009,5.814546606200915E-002,-8.557706016240110E-001,
4.650000000000000E+009,4.895283616057538E-002,-8.565339918708921E-001,
4.655000000000000E+009,3.964708445515842E-002,-8.564492894825045E-001,
4.660000000000000E+009,3.083805893185026E-002,-8.559657925343477E-001,
4.665000000000000E+009,2.166545804348331E-002,-8.547083939440385E-001,
4.670000000000000E+009,1.328853331761013E-002,-8.527681528173938E-001,
4.675000000000000E+009,5.777569595087004E-003,-8.507319551444450E-001,
4.680000000000000E+009,-2.697747829447430E-003,-8.491481889650778E-001,
4.685000000000000E+009,-1.073164479606833E-002,-8.468793154526497E-001,
4.690000000000000E+009,-1.778990708188576E-002,-8.445714723730045E-001,
4.695000000000000E+009,-2.473676066114731E-002,-8.423849436442611E-001,
4.700000000000000E+009,-3.099946544671711E-002,-8.399431646296898E-001,
4.705000000000000E+009,-3.734052145104449E-002,-8.383468890289243E-001,
4.710000000000000E+009,-4.397536362764634E-002,-8.371369501954501E-001,
4.715000000000000E+009,-5.005419741245922E-002,-8.353900507892458E-001,
4.720000000000000E+009,-5.630444259976605E-002,-8.343290622799733E-001,
4.725000000000000E+009,-6.248424987860748E-002,-8.334805095191077E-001,
4.730000000000000E+009,-6.878851503214989E-002,-8.318784241664917E-001,
4.735000000000000E+009,-7.561002496309130E-002,-8.310877125172091E-001,
4.740000000000000E+009,-8.184417296416262E-002,-8.302212571579670E-001,
4.745000000000000E+009,-8.899804464500168E-002,-8.294916288472919E-001,
4.750000000000000E+009,-9.530149780742861E-002,-8.284322431130204E-001,
4.755000000000000E+009,-1.023820336706513E-001,-8.275666287794310E-001,
4.760000000000000E+009,-1.095705672620794E-001,-8.263820985169605E-001,
4.765000000000000E+009,-1.165672971128996E-001,-8.253812255272384E-001,
4.770000000000000E+009,-1.238919438857321E-001,-8.243419296433111E-001,
4.775000000000000E+009,-1.316501331103361E-001,-8.231243989764498E-001,
4.780000000000000E+009,-1.398695034792860E-001,-8.214535560117822E-001,
4.785000000000000E+009,-1.476563115301586E-001,-8.185497962579379E-001,
4.790000000000000E+009,-1.547135013141190E-001,-8.160994692327906E-001,
4.795000000000000E+009,-1.625378439177353E-001,-8.124530062853717E-001,
4.800000000000000E+009,-1.689856736164365E-001,-8.092174089299565E-001,
4.805000000000000E+009,-1.758511398336135E-001,-8.053368495479664E-001,
4.810000000000000E+009,-1.819943233841010E-001,-8.015430166155886E-001,
4.815000000000000E+009,-1.878101644594350E-001,-7.972218714314245E-001,
4.820000000000000E+009,-1.929885128820439E-001,-7.934552069813897E-001,
4.825000000000000E+009,-1.980728831414913E-001,-7.893066630431639E-001,
4.830000000000000E+009,-2.026865877944472E-001,-7.859255834346249E-001,
4.835000000000000E+009,-2.069907246098227E-001,-7.824736259359467E-001,
4.840000000000000E+009,-2.109838890548344E-001,-7.798655544837351E-001,
4.845000000000000E+009,-2.159560006420669E-001,-7.775517115685287E-001,
4.850000000000000E+009,-2.207961042259246E-001,-7.758836729202272E-001,
4.855000000000000E+009,-2.260198268572385E-001,-7.739911022720319E-001,
4.860000000000000E+009,-2.315476268716087E-001,-7.723666311675028E-001,
4.865000000000000E+009,-2.368739508289127E-001,-7.696916835836777E-001,
4.870000000000000E+009,-2.430099396822972E-001,-7.666492774355135E-001,
4.875000000000000E+009,-2.483142800024906E-001,-7.638355529899641E-001,
4.880000000000000E+009,-2.531068619715754E-001,-7.599523588688618E-001,
4.885000000000000E+009,-2.573778799108551E-001,-7.567606363382733E-001,
4.890000000000000E+009,-2.611668144276179E-001,-7.531581992426242E-001,
4.895000000000000E+009,-2.647789230283748E-001,-7.502492407340785E-001,
4.900000000000000E+009,-2.670395946140433E-001,-7.479729153203971E-001,
4.905000000000000E+009,-2.693562345309803E-001,-7.472490505261270E-001,
4.910000000000000E+009,-2.727249024356526E-001,-7.477649905104236E-001,
4.915000000000000E+009,-2.768340736867040E-001,-7.486406418925181E-001,
4.920000000000000E+009,-2.815383853733682E-001,-7.494076603395349E-001,
4.925000000000000E+009,-2.875390831449375E-001,-7.502977218611094E-001,
4.930000000000000E+009,-2.935271075557260E-001,-7.505296680651935E-001,
4.935000000000000E+009,-3.010797340398287E-001,-7.506775540739801E-001,
4.940000000000000E+009,-3.088126522774691E-001,-7.501510040699020E-001,
4.945000000000000E+009,-3.173069988260696E-001,-7.482679982218098E-001,
4.950000000000000E+009,-3.247044746378652E-001,-7.457829792745081E-001,
4.955000000000000E+009,-3.326202154643647E-001,-7.425161535575290E-001,
