! FILETYPE CSV
! VERSION 1.0,2
! TIMESTAMP Saturday, 08 June 2024 17:04:12
! TIMEZONE (GMT-03:00) Brasilia
! NAME Keysight Technologies
! MODEL N9923A
! SERIAL MY51491614
! FIRMWARE_VERSION A.08.18
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 0183374138
! CORRECTION1 ON U
! DATA Freq,S11
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
2000000000,-14.4566029020424
2001875000,-14.516899248643
2003750000,-14.5634818125222
2005625000,-14.6821272197824
2007500000,-14.8101126305063
2009375000,-14.91429344675
2011250000,-15.0659198764175
2013125000,-15.1731206483648
2015000000,-15.3850452233922
2016875000,-15.508289236043
2018750000,-15.6718771947874
2020625000,-15.885471879969
2022500000,-16.0941897357939
2024375000,-16.161117796386
2026250000,-16.3595766431334
2028125000,-16.4085019188362
2030000000,-16.431263944638
2031875000,-16.3983859841347
2033750000,-16.3227932233497
2035625000,-16.2049354222118
2037500000,-16.011235420313
2039375000,-15.8199242134945
2041250000,-15.5786062241515
2043125000,-15.3160000886725
2045000000,-15.0262356786941
2046875000,-14.7788119438745
2048750000,-14.5099756736799
2050625000,-14.2115077184191
2052500000,-13.9658235708065
2054375000,-13.7933706598595
2056250000,-13.5901107867392
2058125000,-13.3982567884228
2060000000,-13.2302720650253
2061875000,-13.0906345608146
2063750000,-13.0077040804504
2065625000,-12.9275264424063
2067500000,-12.8879670293858
2069375000,-12.7907844929708
2071250000,-12.7586123699643
2073125000,-12.7115063509541
2075000000,-12.6991283973074
2076875000,-12.7264438641308
2078750000,-12.7562050814328
2080625000,-12.781057611146
2082500000,-12.8497890665207
2084375000,-12.8943107998623
2086250000,-12.97666599331
2088125000,-13.0453915373833
2090000000,-13.1193158923515
2091875000,-13.2204521987611
2093750000,-13.3639040741232
2095625000,-13.503777984936
2097500000,-13.6399755099033
2099375000,-13.7941970224405
2101250000,-13.9594042954123
2103125000,-14.1330048824063
2105000000,-14.3501452445759
2106875000,-14.552559905365
2108750000,-14.7839411323882
2110625000,-15.0262271542423
2112500000,-15.2245320325657
2114375000,-15.4704812648546
2116250000,-15.6982266642258
2118125000,-15.835780212174
2120000000,-15.9927386194613
2121875000,-16.0692812476696
2123750000,-16.0802510528772
2125625000,-16.0252679033506
2127500000,-15.923176362131
2129375000,-15.7091594956753
2131250000,-15.4445497822567
2133125000,-15.1556494677356
2135000000,-14.8455904249276
2136875000,-14.4756377680564
2138750000,-14.1452196062441
2140625000,-13.7787323181311
2142500000,-13.4608720502736
2144375000,-13.1014460319492
2146250000,-12.8150191522257
